seller_id,max_price,min_price,average_product_price,most_common_cat,number_of_product_categories,average_products_per_month,num_products_stock,state,zip_code_prefix_2_digits,average_sales_per_month,average_sales_per_month_log
5a32c398a06c345440bf2a683b017ad3,34.9,34.9,34.9,books,1,1.0,1,RJ,21,34.9,3.5524868292083815
270297ead4c65a6cd2593960d2af6b21,1199.95,35.99,491.81052631578933,home_decor,3,2.0,12,SP,04,519.1333333333332,6.252160754474776
2709af9587499e95e803a6498a5a56e9,154.0,1.2,27.22468085106385,health_beauty,2,3.0,15,SP,03,67.34526315789479,4.209832568651649
270d3ef21830ad0ecf3a6c53d08a533a,45.0,25.0,28.27777777777778,baby,1,4.0,3,SP,06,101.8,4.623010104116422
271b8923c6a549e02d3c9fd1f8c0422b,105.19,105.19,105.19,construction,1,1.0,1,SP,11,105.19,4.6557682387511825
d91fb3b7d041e83b64a00a3edfb37e4f,782.25,6.19,74.75350442477882,appliances,5,30.0,315,SP,11,2222.9331578947385,7.706582845088713
271c58a1d139c45eaf3316107c6d3a3b,169.9,99.0,134.39724137931034,baby,1,8.0,6,SP,03,974.38,6.881801371293423
272f092de69afedd4d2969440b37f18f,254.9,12.0,47.405750000000026,fashion,4,5.0,24,SP,03,210.6922222222223,5.350398406138403
2745f798279e0ed033addcc1474776d7,225.5,25.6,115.43967741935487,sports_leisure,1,4.0,13,SP,03,357.8630000000001,5.880150231595179
276677b5d08786d5dce7c2149dcce48b,329.9,17.9,74.93617021276602,housewares,6,7.0,18,MG,31,503.1428571428575,6.220874140000839
27a56ff04b34c2ba34ce6ba4d3b9d616,59.9,35.9,43.661249999999995,other,2,2.0,7,SP,13,49.89857142857142,3.909992373661721
343e716476e3748b069f980efbaa294e,46.9,22.9,38.441666666666656,books,1,2.0,6,SP,13,57.66249999999998,4.0546070488839385
282c7480173bb9c01dd41cc739fec010,819.9,44.9,534.275,health_beauty,2,8.0,4,SP,04,4274.2,8.36035222935609
282f23a9769b2690c5dda22e316f9941,584.4,25.8,59.1370909090909,food_drink,6,8.0,41,MG,31,464.64857142857136,6.141281359487853
28405831a29823802aa22c084cfd0649,35.0,35.0,35.0,cool_stuff,1,4.0,1,SP,03,122.5,4.808111029984782
28872dc528e978a639754bc8c2ce5a4c,1009.9,1009.9,1009.9,housewares,1,1.0,1,RS,95,1009.9,6.917606595032511
289cdb325fb7e7f891c38608bf9e0962,138.9,28.89,107.49960317460301,perfumery,4,18.0,25,MG,31,1934.992857142854,7.567858914058027
